model,manufacturer,gaming_adapt,operating_system,weight,RAM_memory_volume,CPU_speed,processor_model,processor_generation,memory_type,storage_capacity,hard_drive_type,optical_drive,screen_size,screen_resolution,screen_type,display_refresh_rate,touch_screen,webcam,security_measures,cellular_modem,low_price,high_price,average_price,Data_acquisition_date,comp_model_url,computer_entry_date
  HP 15s-fq5026nj 7C468EA,HP,לא רלוונטי,Windows 11 Home,"1.69 ק""ג",8 GB,3.3Ghz,1235U,דור 12,DDR4,,,,,,,,,,,לא כולל,2699,3069,2884.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1185341,2/2023
  HP EliteBook 840 G9 6T0Y2EA,HP,לא רלוונטי,Windows 11 Pro,"1.36 ק""ג",16 GB,4.7Ghz,1255U,דור 12,DDR5,1000 GB,SSD,לא כולל,14 אינטש,1920x1200,IPS,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,5889,6090,5989.5,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1181360,1/2023
  HP OMEN 16-b0005nj 4T9L2EA,HP,גיימינג,ללא,"2.31 ק""ג",32 GB,4.6Ghz,11800H,דור 11,DDR4,1000 GB,SSD,לא כולל,16.1 אינטש,1920x1080,IPS,144 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,6089,6770,6429.5,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1122205,8/2021
  HP 15s-eq0008nj 2N1L9EA,HP,לא רלוונטי,ללא,"1.74 ק""ג",8 GB,2.1Ghz,3450U,דור 2,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,1790,2440,2115.0,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1130764,11/2021
  HP ProBook 440 G8 59S00EA,HP,לא רלוונטי,Windows 11 Pro,"1.38 ק""ג",16 GB,4.7Ghz,1065G7,דור 10,לא זמין,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,3853,4590,4221.5,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1146708,3/2022
  250 G8‎ 59V30EA HP,HP,לא רלוונטי,Windows 11 Home,"1.74 ק""ג",8 GB,4.2Ghz,1135G7,דור 11,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2199,2550,2374.5,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1145365,3/2022
  HP 15s-fq5026nj 7C468EA,HP,לא רלוונטי,Windows 11 Home,"1.69 ק""ג",8 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2699,3069,2884.0,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1185341,2/2023
  HP Pavilion x360 15-er1000nj 7C459EA,HP,לא רלוונטי,Windows 11 Home,"1.79 ק""ג",16 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,כולל,1 מגה פיקסל,קורא טביעות אצבע,לא כולל,3525,3869,3697.0,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1181708,1/2023
  HP 15s-eq2102nj 420D4EA,HP,לא רלוונטי,Windows 10,"1.69 ק""ג",8 GB,2.6Ghz,5300U,דור 4,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,לא זמין,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,1629,1999,1814.0,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1162266,7/2022
  HP 250 G8 4K801EA,HP,לא רלוונטי,Windows 11 Home,"1.74 ק""ג",8 GB,3Ghz,1115G4,דור 11,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,1990,2365,2177.5,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1141077,1/2022
  HP 250 G10 725H0EA,HP,לא רלוונטי,ללא,"1.52 ק""ג",8 GB,3.7Ghz,1355U,דור 13,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,3029,3316,3172.5,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1193770,5/2023
  HP 250 G10 725G9EA,HP,לא רלוונטי,ללא,"1.52 ק""ג",16 GB,3.7Ghz,1355U,דור 13,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,3239,3540,3389.5,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1193772,5/2023
  HP 15-fd0005nj 849R7EA,HP,לא רלוונטי,Windows 11 Home,"1.59 ק""ג",8 GB,3.4Ghz,1335U,דור 13,לא זמין,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל, , ,2779.0,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1193202,5/2023
  HP 15-dw1017nj 2B4Y6EA,HP,לא רלוונטי,ללא,"2.14 ק""ג",8 GB,1.6Ghz,10210U,דור 10,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2180,2398,2289.0,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1134282,12/2021
  HP 15-dw3017n 308A0EA,HP,לא רלוונטי,ללא,"1.75 ק""ג",16 GB,1.2Ghz,1165G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2590,3299,2944.5,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1102345,1/2021
  HP EliteBook 840 G10 6T290EA,HP,לא רלוונטי,Windows 11 Pro,"1.36 ק""ג",16 GB,3.7Ghz,1360P,דור 13,DDR5,512 GB,SSD,לא כולל,14 אינטש,1920x1200,IPS,60 Hz,ללא,כולל,מצלמת IR,לא כולל,6230,6735,6482.5,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1191610,4/2023
  HP ProBook 450 G9 6A2B1EA,HP,לא רלוונטי,ללא,"1.74 ק""ג",16 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,לא זמין,לא זמין,לא כולל,3249,3478,3363.5,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1168473,9/2022
  EliteBook 840 G9‎ 6F606EA HP,HP,לא רלוונטי,Windows 10 PRO,"1.36 ק""ג",16 GB,3.3Ghz,1235U,דור 12,DDR5,512 GB,SSD,לא כולל,14 אינטש,1920x1200,IPS,60 Hz,כולל,כולל,קורא טביעות אצבע,לא כולל,5290,5849,5569.5,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1173519,11/2022
  HP 15-dw3209nj 4Z1Y7EA,HP,לא רלוונטי,ללא,"1.75 ק""ג",8 GB,2.4Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2190,2998,2594.0,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1128113,10/2021
  HP 15s-eq1003nj 29A01EA,HP,לא רלוונטי,ללא,"1.69 ק""ג",8 GB,2.6Ghz,3250U,דור 2,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,1395,1397,1396.0,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1155597,5/2022
  HP 250 G8 4K805EA,HP,לא רלוונטי,Windows 11 Pro,"1.74 ק""ג",8 GB,2.4Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2400,2680,2540.0,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1149634,4/2022
  HP 15s-fq2013nj 308A8EA,HP,לא רלוונטי,Windows 10,"1.69 ק""ג",8 GB,4.2Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2425,3289,2857.0,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1107065,3/2021
  HP ZBOOK Firefly 14 G8 2C9Q9EA,HP,לא רלוונטי,Windows 10 PRO,"1.41 ק""ג",16 GB,4.2Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,מצלמת IR,לא כולל,4589,6134,5361.5,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1109403,3/2021
  HP ProBook 440 G8 59W19EA,HP,לא רלוונטי,Windows 11 Pro,"1.28 ק""ג",16 GB,2.8Ghz,1165G7,דור 11,לא זמין,1000 GB,SSD,לא כולל,13.3 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,3724,4700,4212.0,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1155602,5/2022
  HP 14-ep0010nj 847D9EA,HP,לא רלוונטי,Windows 11 Home,"1.4 ק""ג",16 GB,3.7Ghz,1355U,דור 13,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,לא זמין,1 מגה פיקסל,לא כולל,לא כולל,3746,3749,3747.5,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1192654,5/2023
